,Taxonomy
ASV0001,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Rhodoplanes
ASV1955,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67_14; g
ASV1956,Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; Azospirillum
ASV1957,Bacteria; Proteobacteria; Gammaproteobacteria; Coxiellales; Coxiellaceae; Coxiella
ASV1958,Bacteria; Firmicutes; Symbiobacteriia; Symbiobacteriales; Symbiobacteraceae; uncultured
ASV1959,Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoclostridium
ASV1960,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus
ASV1961,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter
ASV1962,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; uncultured
ASV1963,Bacteria; Firmicutes; Moorellia; Desulfitibacterales; Desulfitibacteraceae; Desulfitibacter
ASV1964,Bacteria; Firmicutes; Desulfitobacteriia; Desulfitobacteriales; SyntrophobASVlaceae; Dehalobacter
ASV1965,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pedomicrobium
ASV1966,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1967,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; TRA3_20; g
ASV1968,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV1969,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV1970,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Cohnella
ASV1971,Bacteria; Firmicutes; Limnochordia; Hydrogenispora; f; g
ASV1972,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; Ellin6067
ASV1973,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium
ASV1974,Bacteria; Firmicutes; Limnochordia; MBA03; f; g
ASV1975,Bacteria; Firmicutes; Negativicutes; Veillonellales_Selenomonadales; Sporomusaceae; uncultured
ASV1976,Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Spirochaeta
ASV1977,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV1978,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; g
ASV1979,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum
ASV1980,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Terrimonas
ASV1981,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculaceae; Desulfofarcimen
ASV1982,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Niastella
ASV1983,Bacteria; Firmicutes; Syntrophomonadia; Syntrophomonadales; Syntrophomonadaceae; uncultured
ASV1984,Bacteria; Actinobacteriota; Coriobacteriia; OPB41; f; g
ASV1985,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Anaerovoracaceae; Anaerovorax
ASV1986,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV1987,Bacteria; Firmicutes; Bacilli; Alicyclobacillales; Alicyclobacillaceae; Tumebacillus
ASV1988,Bacteria; Firmicutes; D8A_2; o; f; g
ASV1989,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV1990,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium
ASV1991,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; g
ASV1992,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella
ASV1993,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; uncultured; g
ASV1994,Bacteria; Proteobacteria; Gammaproteobacteria; Coxiellales; Coxiellaceae; Coxiella
ASV1995,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV1996,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41
ASV1997,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; uncultured
ASV1998,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Lutispora; g
ASV1999,Bacteria; Firmicutes; D8A_2; o; f; g
ASV2000,Bacteria; Myxococcota; Myxococcia; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter
ASV2001,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; Ellin6067
ASV2002,Archaea; Halobacterota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanoculleus
ASV2003,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Alkaliphilus; g
ASV2004,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; uncultured
ASV2005,Bacteria; Firmicutes; Bacilli; Haloplasmatales; Haloplasmataceae; Haloplasma
ASV2006,Bacteria; Firmicutes; Thermoanaerobacteria; Thermoanaerobacterales; SRB2; g
ASV2007,Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylomonadaceae; Methylomonas
ASV2008,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Terrimonas
ASV2009,Bacteria; Planctomycetota; Phycisphaerae; mle1_8; f; g
ASV2010,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV2011,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV2012,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41
ASV2013,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Pelolinea
ASV2014,Bacteria; Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae; uncultured
ASV2015,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; g
ASV2016,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; uncultured
ASV2017,Bacteria; Firmicutes; Limnochordia; M55_D21; f; g
ASV2018,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV2019,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV2020,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
ASV2021,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; uncultured
ASV2022,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV2023,Bacteria; Firmicutes; Symbiobacteriia; Symbiobacteriales; Symbiobacteraceae; uncultured
ASV2025,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV2026,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium
ASV2027,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter
ASV2028,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV2029,Bacteria; Dependentiae; Babeliae; Babeliales; f; g
ASV2030,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus
ASV2031,Bacteria; Hydrogenedentes; Hydrogenedentia; Hydrogenedentiales; Hydrogenedensaceae; g
ASV2032,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; uncultured
ASV2033,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Anaerovoracaceae; Anaerovorax
ASV2034,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV2035,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV2036,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Fictibacillus
ASV2037,Bacteria; Chloroflexi; Anaerolineae; RBG_13_54_9; f; g
ASV2038,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys
ASV2039,Bacteria; Patescibacteria; Parcubacteria; Candidatus_Moranbacteria; f; g
ASV2040,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV2041,Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG_010; g
ASV2042,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67_14; g
ASV2043,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; uncultured; g
ASV2044,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101_soil_group; g
ASV2045,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV2046,Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; g
ASV2047,Bacteria; Firmicutes; Desulfitobacteriia; Desulfitobacteriales; SyntrophobASVlaceae; Candidatus_Dichloromethanomonas
ASV2048,Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium
ASV2049,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV2050,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculales_Incertae_Sedis; Desulfallas_Sporotomaculum
ASV2051,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV2053,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV2054,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV2055,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculaceae; Desulfofarcimen
ASV2056,Bacteria; Actinobacteriota; Thermoleophilia; uncultured; f; g
ASV2057,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV2058,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41
ASV2059,Bacteria; Firmicutes; Clostridia; Caldicoprobacterales; Caldicoprobacteraceae; Caldicoprobacter
ASV2060,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Hydrogenophilaceae; Thiobacillus
ASV2061,Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Simkaniaceae; uncultured
ASV2062,Bacteria; Nitrospirota; Thermodesulfovibrionia; uncultured; f; g
ASV2063,Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Singulisphaera
ASV2064,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV2065,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Anaerovoracaceae; Anaerovorax
ASV2066,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV2067,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; Oryzihumus
ASV2068,Bacteria; Cyanobacteria; Sericytochromatia; o; f; g
ASV2069,Bacteria; Firmicutes; Negativicutes; Veillonellales_Selenomonadales; uncultured; g
ASV2070,Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30_KF_CM45; g
ASV2071,Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; uncultured
ASV2072,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Taibaiella
ASV2073,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae_R_7_group
ASV2074,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV2075,Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; uncultured
ASV2076,Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG_010; g
ASV2077,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67_14; g
ASV2078,Bacteria; Firmicutes; Clostridia; Clostridia_vadinBB60_group; f; g
ASV2079,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Ideonella
ASV2080,Bacteria; Chloroflexi; Gitt_GS_136; o; f; g
ASV2081,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Flavisolibacter
ASV2082,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV2083,Bacteria; Desulfobacterota; Desulfuromonadia; Geobacterales; Geobacteraceae; uncultured
ASV2084,Bacteria; Firmicutes; Symbiobacteriia; Symbiobacteriales; Symbiobacteraceae; uncultured
ASV2085,Bacteria; Hydrogenedentes; Hydrogenedentia; Hydrogenedentiales; Hydrogenedensaceae; g
ASV2086,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter
ASV2087,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfurisporaceae; Desulfurispora
ASV2088,Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; AKAU3564_sediment_group; g
ASV2089,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter
ASV2090,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV2091,Bacteria; Firmicutes; Limnochordia; Hydrogenispora; f; g
ASV2092,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
ASV2093,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; A0839; g
ASV2094,Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; g
ASV2095,Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira
ASV2097,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Gaiella
ASV2098,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV2099,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Gracilibacter; g
ASV2100,Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae; uncultured
ASV2101,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
ASV2102,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium_sensu_stricto_10
ASV2103,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; uncultured
ASV2104,Bacteria; Patescibacteria; Microgenomatia; Candidatus_Woesebacteria; f; g
ASV2105,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV2106,Bacteria; Chloroflexi; Anaerolineae; RBG_13_54_9; f; g
ASV2107,Bacteria; Myxococcota; Myxococcia; Myxococcales; Vulgatibacteraceae; Vulgatibacter
ASV2108,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; MND1
ASV2109,Bacteria; Gemmatimonadota; S0134_terrestrial_group; o; f; g
ASV2110,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV2111,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia_Caballeronia_Paraburkholderia
ASV2112,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV2113,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV2114,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Sideroxydans
ASV2115,Bacteria; Firmicutes; Thermoanaerobacteria; Thermoanaerobacterales; SRB2; g
ASV2116,Bacteria; Firmicutes; Bacilli; Aneurinibacillales; Aneurinibacillaceae; Aneurinibacillus
ASV2117,Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio
ASV2118,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV2119,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV2120,Bacteria; Patescibacteria; ABY1; Candidatus_Magasanikbacteria; f; g
ASV2121,Bacteria; Firmicutes; Clostridia; Clostridia_vadinBB60_group; f; g
ASV2122,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV2123,Bacteria; Myxococcota; Myxococcia; Myxococcales; Vulgatibacteraceae; Vulgatibacter
ASV2124,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV2125,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; uncultured; g
ASV2126,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC_I_84; g
ASV2127,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV2128,Bacteria; Actinobacteriota; MB_A2_108; o; f; g
ASV2130,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter
ASV2131,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV2132,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101_soil_group; g
ASV2133,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
ASV2134,Bacteria; Latescibacterota; Latescibacteria; Latescibacterales; Latescibacteraceae; g
ASV2135,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; Intrasporangium
ASV2136,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter
ASV2137,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; ADurb_Bin063_1
ASV2138,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Flavisolibacter
ASV2139,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101_soil_group; g
ASV2140,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter
ASV2141,Bacteria; Actinobacteriota; Thermoleophilia; uncultured; f; g
ASV2142,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV2143,Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; f; g
ASV2144,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV2145,Bacteria; Firmicutes; Symbiobacteriia; Symbiobacteriales; Symbiobacteraceae; uncultured
ASV2146,Bacteria; Chloroflexi; OLB14; o; f; g
ASV2147,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus_Udaeobacter
ASV2148,Bacteria; Firmicutes; D8A_2; o; f; g
ASV2149,Bacteria; Armatimonadota; Fimbriimonadia; Fimbriimonadales; Fimbriimonadaceae; g
ASV2150,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; g
ASV2151,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter
ASV2152,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41
ASV2153,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV2154,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; uncultured
ASV2155,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Pelotomaculaceae; Cryptanaerobacter
ASV2156,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Sedimentibacteraceae; Sedimentibacter
ASV2157,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV2158,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; g
ASV2159,Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; P3OB_42
ASV2160,Bacteria; Chloroflexi; Anaerolineae; RBG_13_54_9; f; g
ASV2161,Bacteria; Dependentiae; Babeliae; Babeliales; Vermiphilaceae; g
ASV2162,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Sedimentibacteraceae; Sedimentibacter
ASV2163,Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
ASV2164,Bacteria; Firmicutes; Negativicutes; Veillonellales_Selenomonadales; Sporomusaceae; Anaerospora
ASV2165,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Limnobacter
ASV2166,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculales_Incertae_Sedis; Desulfallas_Sporotomaculum
ASV2167,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospirillaceae; Magnetospirillum
ASV2168,Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Geodermatophilaceae; Blastococcus
ASV2169,Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Herbinix
ASV2170,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium
ASV2171,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; HN_HF0106
ASV2172,Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; uncultured
ASV2173,Bacteria; Chloroflexi; OLB14; o; f; g
ASV2174,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium
ASV2175,Bacteria; Firmicutes; Clostridia; Clostridiales; Oxobacteraceae; Oxobacter
ASV2177,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidetes_vadinHA17; g
ASV2178,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV2179,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter
ASV2180,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; Ellin6067
ASV2181,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; uncultured
ASV2182,Bacteria; Bacteroidota; Ignavibacteria; Ignavibacteriales; PHOS_HE36; g
ASV2183,Bacteria; Chloroflexi; Anaerolineae; Ardenticatenales; uncultured; g
ASV2184,Bacteria; Firmicutes; Thermoanaerobacteria; Thermoanaerobacterales; SRB2; g
ASV2185,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
ASV2186,Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillales_Incertae_Sedis; Stella
ASV2187,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Allorhizobium_Neorhizobium_Pararhizobium_Rhizobium
